iso3,name,allocation_class,wpp_population_2100,population_2226,earth_share_2226,superseded_v4_diagnostic_central_population_2226
RUS,Russian Federation,RECOVERED_V2_1_NAMED_80_RENORMALIZED,126439051.0,140717102.39542377,0.016928294010981556,122681186.95043987
RWA,Rwanda,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,32743828.0,16240499.816684447,0.0019537351970876507,38456906.52981081
SAU,Saudi Arabia,RECOVERED_V2_1_NAMED_80_RENORMALIZED,70783515.0,58541079.32845915,0.007042502906345941,99094544.94565828
SDN,Sudan,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,136603048.0,67753280.89319724,0.008150732495511943,174770657.37047848
SEN,Senegal,RECOVERED_V2_1_NAMED_80_RENORMALIZED,46932746.0,40915788.521919034,0.004922177091479926,58394916.92359714
SGP,Singapore,RECOVERED_V2_1_NAMED_80_RENORMALIZED,4182765.9999999995,4914865.805795529,0.0005912592852518276,2368545.6154111708
SHN,Saint Helena,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,2643.0,1310.8925754037368,1.5770062455442473e-07,1846.2473102244983
SLB,Solomon Islands,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,1847317.0,916244.4720836569,0.00011022438314415675,2139976.539181499
SLE,Sierra Leone,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,15945184.0,7908597.547879856,0.000951405779581998,15518762.71749535
SLV,El Salvador,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,5094912.0,2527008.063993721,0.0003039995476541178,3285415.6495486004
SMR,San Marino,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,31173.0,15461.390182769841,1.8600081608910642e-06,30570.24018735242
SOM,Somalia,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,67221045.0,33340737.344449677,0.004010897003292127,90232087.1263753
SPM,Saint Pierre and Miquelon,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,2032.0,1007.8447647447573,1.2124391566197166e-07,964.0213357653811
SRB,Serbia,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,3715911.0,1843042.050987921,0.00022171830703316572,2513492.194861641
SSD,South Sudan,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,23837722.0,11823190.6107977,0.0014223320648334284,24282644.03437865
STP,Sao Tome and Principe,RECOVERED_V2_1_NAMED_80_RENORMALIZED,533352.0,468740.9441696935,5.63896241665911e-05,632001.0743654594
SUR,Suriname,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,710256.0,352277.4563132639,4.237904456811483e-05,601160.0051295805
SVK,Slovakia,RECOVERED_V2_1_NAMED_80_RENORMALIZED,3438506.0,4446619.3766840175,0.0005349291513401896,2478117.0691278316
SVN,Slovenia,RECOVERED_V2_1_NAMED_80_RENORMALIZED,1634237.0,1956346.9029144794,0.00023534890213235734,1436273.4573334837
SWE,Sweden,RECOVERED_V2_1_NAMED_80_RENORMALIZED,11369803.0,11215621.992629923,0.0013492414452491214,11266538.374899657
SWZ,Eswatini,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,1345314.0,667257.7125186163,8.02712289147981e-05,996710.1242437292
SXM,Sint Maarten (Dutch part),WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,42435.0,21047.191236192804,2.531981083226264e-06,30379.360343071312
SYC,Seychelles,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,116171.0,57619.25893954882,6.931607739353794e-06,96248.88909285734
SYR,Syrian Arab Republic,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,43719231.0,21684152.599417668,0.002608607655595599,41329467.2741192
TCA,Turks and Caicos Islands,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,38796.0,19242.29601035315,2.314851846467447e-06,28137.643758762784
TCD,Chad,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,69387414.0,34415227.332222976,0.004140158351879091,92381107.98067784
TGO,Togo,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,26225213.0,13007354.146833736,0.0015647871620025802,36385984.60666632
THA,Thailand,RECOVERED_V2_1_NAMED_80_RENORMALIZED,45725632.0,53078080.28922095,0.006385303089524375,30892593.24757049
TJK,Tajikistan,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,20199029.0,10018447.652843272,0.0012052211459299801,21608250.27277462
TKL,Tokelau,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,4373.0,2168.9493879078855,2.609250212548238e-07,4081.2917578314914
TKM,Turkmenistan,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,9961423.0,4940732.293286424,0.0005943710285852483,8844120.230560185
TLS,Timor-Leste,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,1975268.0,979706.4531337832,0.00011785887145757454,1666523.194031634
TON,Tonga,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,117878.0,58465.90806032603,7.03345978858361e-06,121911.65220294172
TTO,Trinidad and Tobago,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,902506.0,447630.8795525256,5.3850079403751675e-05,567804.1185697997
TUN,Tunisia,RECOVERED_V2_1_NAMED_80_RENORMALIZED,10690654.0,10013056.057197884,0.0012045725359549327,7697802.941327381
TUR,Türkiye,RECOVERED_V2_1_NAMED_80_RENORMALIZED,65666935.0,69843016.8466412,0.008402128125630948,40089843.46509977
TUV,Tuvalu,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,12256.0,6078.811730665229,7.312821999769315e-07,13371.45029321584
TWN,"China, Taiwan Province of China",RECOVERED_V2_1_NAMED_80_RENORMALIZED,10077143.0,15935957.904304396,0.0019170987474757964,5383323.031536088
TZA,United Republic of Tanzania,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,261694295.0,129796862.78509848,0.015614587122145243,424622615.9161733
UGA,Uganda,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,120824718.0,59927440.69294372,0.007209282440488932,129697938.34224837
UKR,Ukraine,RECOVERED_V2_1_NAMED_80_RENORMALIZED,15322504.0,16641097.703947268,0.0020019271986306247,6661081.438564924
URY,Uruguay,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,2257335.0,1119607.9045399148,0.00013468904250040197,1346869.1893622696
USA,United States of America,RECOVERED_V2_1_NAMED_80_RENORMALIZED,421007222.0,386444240.2417968,0.046489315131579,458989473.4534347
UZB,Uzbekistan,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,74225949.0,36815075.84048295,0.004428860580947741,91904845.47001499
VAT,Holy See,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,1359.0,674.0457850827387,8.108783532707651e-08,1853.3553504612748
VCT,Saint Vincent and the Grenadines,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,64456.99999999999,31969.808071433472,3.845973952669147e-06,44113.016229614834
VEN,Venezuela (Bolivarian Republic of),WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,28353770.0,14063089.889407951,0.0016917923713479046,22328084.55916573
VGB,British Virgin Islands,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,27999.0,13887.128724452983,1.6706242099505634e-06,19165.37463750102
VIR,United States Virgin Islands,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,62059.0,30780.432212251424,3.702891812040502e-06,54140.83661142026
VNM,Viet Nam,RECOVERED_V2_1_NAMED_80_RENORMALIZED,91954468.0,90900574.1771646,0.010935356251964174,71720432.58543909
VUT,Vanuatu,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,873271.0,433130.71139439906,5.210570643407758e-05,1185508.97073794
WLF,Wallis and Futuna Islands,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,6915.0,3429.747317032479,4.1259925039494786e-07,4062.9454300724205
WSM,Samoa,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,382969.0,189947.49099878687,2.2850719063557886e-05,470068.00525377353
XKX,Kosovo (under UNSC res. 1244),WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,1101083.0,546122.4099898876,6.56986291283616e-05,617234.5427723287
YEM,Yemen,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,109893928.0,54505915.36025458,0.006557071918402947,132579854.12343459
ZAF,South Africa,RECOVERED_V2_1_NAMED_80_RENORMALIZED,94206139.0,88088392.47174619,0.01059705026135436,105480740.2345273
ZMB,Zambia,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,64307449.0,31895632.779891968,0.003837050651079008,87388500.3577341
ZWE,Zimbabwe,WPP_2100_SHARE_OF_RECOVERED_V2_1_ROW_RESIDUAL,37131556.0,18416754.095190346,0.0022155389980618987,42722927.04662053
